ADDRESS_ID,STREET_NAME,HOUSE,HOUSE_TYPE,BUILDING
8794,ՂԱՆԴԻԼՅԱՆ 1 ՆՐԲ.,27Ա,Շ,24
8795,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,109Ա,Շ,9
8796,ՂԱՆԴԻԼՅԱՆ 3 ՆՐԲ.,9,Տ,
8797,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,111,Շ,37
8798,ՂԱՆԴԻԼՅԱՆ Փ.,1,Շ,12
8799,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,111,Շ,45
8800,ՂԱՆԴԻԼՅԱՆ Փ.,1/1,Շ,31
8801,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,113Բ,Շ,32
8802,ՂԱՆԴԻԼՅԱՆ Փ.,1/1,Շ,34
8803,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,115,Շ,12
8804,ՂԱՆԴԻԼՅԱՆ Փ.,1/1,Շ,40
8805,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,115,Շ,14-15
8806,ՂԱՆԴԻԼՅԱՆ Փ.,1/1,Շ,47
8807,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,115,Շ,46
8808,ՂԱՆԴԻԼՅԱՆ Փ.,1/1Ա,Շ,47
8809,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,119,Շ,14
8810,ՂԱՆԴԻԼՅԱՆ Փ.,10,Շ,19
8811,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,121,Շ,40
8812,ՂԱՆԴԻԼՅԱՆ Փ.,10,Շ,2
8813,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,123,Շ,11
8814,ՂԱՆԴԻԼՅԱՆ Փ.,10,Շ,21
8815,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,127,Շ,16
8816,ԲՈՐՅԱՆ 2 ՆՐԲ.,13,Տ,
8817,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,127,Շ,18
8818,Ա. ԳՈԳՈՒՆՑԻ Փ.,9,Շ,2
8819,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,127,Շ,29
8820,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,127,Շ,34
8821,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,127,Շ,39
8822,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,131,Շ,16
8823,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,131,Շ,26
8824,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,131,Շ,40-42
8825,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,131,Շ,42
8826,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,131,Շ,43
8827,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,131,Շ,46
8828,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,131,Շ,48
8829,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,133,Շ,41
8830,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,133,Շ,47
8831,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,135,Շ,24
8832,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,135,Շ,35
8833,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,135Ա,Շ,1
8834,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,137,Շ,25
8835,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,137,Շ,43
8836,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,139,Շ,47
8837,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,139,Շ,49
8838,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,141,Շ,33
8839,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,141Ա,Շ,28
8840,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,141Ա,Շ,29
8841,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,141Ա,Շ,32
8842,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,141Ա,Շ,46
8843,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,143,Շ,20
8844,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,143,Շ,24
8845,Ա. ԳՈԳՈՒՆՑԻ Փ.,9,Շ,8
8846,Ա. ԳՈԳՈՒՆՑԻ Փ.,7,Շ,5
8847,Ա. ԳՈԳՈՒՆՑԻ Փ.,7,Շ,7
8848,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,143,Շ,39
8849,ԲՈՒԼՎԱՐԱՅԻՆ 1 ՓԿՂ.,56,Տ,
8850,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,145,Շ,45
8851,ԲՈՒԼՎԱՐԱՅԻՆ Թ/Ղ ՇԻՐԱԿ2 ՀԱՆՐ,,,
8852,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,145Բ,Շ,4
8853,ԲՈՒԼՎԱՐԱՅԻՆ Փ.,104,Շ,21
8854,ԲՈՒԼՎԱՐԱՅԻՆ Փ.,104,Շ,23
8855,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,147,Շ,5
8856,ԲՈՒԼՎԱՐԱՅԻՆ Փ.,18/2,Տ,
8857,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,147,Շ,52-53
8858,ԲՈՒԼՎԱՐԱՅԻՆ Փ.,3,ՄՈԴՈՒԼ,
8859,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,153,Շ,1-2
8860,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,153,Շ,28
8861,ԲՈՒԼՎԱՐԱՅԻՆ Փ.,3Ա,Տ,
8862,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,153,Շ,52
8863,Գ. ՆԺԴԵՀԻ ՀՐ.,1,Շ,2
8864,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,153,Շ,8
8865,Գ. ՆԺԴԵՀԻ ՀՐ.,1,Շ,27
8866,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,155,Շ,27
8867,Գ. ՆԺԴԵՀԻ ՀՐ.,1,Շ,41
8868,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,155,Շ,52
8869,Գ. ՆԺԴԵՀԻ ՀՐ.,1,Շ,62
8870,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,159,Շ,30
8871,Գ. ՆԺԴԵՀԻ ՀՐ.,1,Շ,68
8872,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,159Ա,Շ,2
8873,Գ. ՆԺԴԵՀԻ ՀՐ.,12/2,Տ,
8874,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,159Ա,Շ,42
8875,Գ. ՆԺԴԵՀԻ ՀՐ.,2Ա,Շ,15-16
8876,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,159Ա,Շ,45
8877,Գ. ՆԺԴԵՀԻ ՀՐ.,4,Շ,52
8878,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,161,Շ,33
8879,Գ. ՆԺԴԵՀԻ ՀՐ.,4,Շ,58
8880,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,163,Շ,17
8881,Գ. ՆԺԴԵՀԻ ՀՐ.,4,Շ,63
8882,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,163,Շ,34
8883,Գ. ՆԺԴԵՀԻ ՀՐ.,4Բ,Շ,25
8884,Գ. ՆԺԴԵՀԻ ՀՐ.,8/8,ԱՎՏՈՏՆԱԿ,
8885,Գ. ՆԺԴԵՀԻ Փ.,10,Շ,9-10-11
8886,Գ. ՆԺԴԵՀԻ Փ.,12,Շ,12-13
8887,Գ. ՆԺԴԵՀԻ Փ.,12,Շ,14-15
8888,Գ. ՆԺԴԵՀԻ Փ.,12,Շ,26
8889,Գ. ՆԺԴԵՀԻ Փ.,12,Շ,33-34
8890,Գ. ՆԺԴԵՀԻ Փ.,14,Շ,23-24
8891,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,163,Շ,35
8892,Գ. ՆԺԴԵՀԻ Փ.,14,Շ,49-50
8893,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,163,Շ,50
8894,Գ. ՆԺԴԵՀԻ Փ.,14,Շ,51-52
8895,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,165,Շ,24
8896,Գ. ՆԺԴԵՀԻ Փ.,14,Շ,54
8897,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,167,Շ,25
8898,Գ. ՆԺԴԵՀԻ Փ.,14Ա,Շ,7
8899,Գ. ՆԺԴԵՀԻ Փ.,14Բ,Շ,16
8900,Գ. ՆԺԴԵՀԻ Փ.,14Բ,Շ,32
8901,Գ. ՆԺԴԵՀԻ Փ.,16Ա,Շ,33
8902,Գ. ՆԺԴԵՀԻ Փ.,16Բ,Շ,35
8903,Գ. ՆԺԴԵՀԻ Փ.,17,Շ,13
8904,Գ. ՆԺԴԵՀԻ Փ.,17,Շ,47
8905,Գ. ՆԺԴԵՀԻ Փ.,17,Շ,6
8906,Գ. ՆԺԴԵՀԻ Փ.,18,Շ,1
8907,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,167,Շ,41
8908,Գ. ՆԺԴԵՀԻ Փ.,18,Շ,1-2-3
8909,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,169,Շ,20
8910,Գ. ՆԺԴԵՀԻ Փ.,18,Շ,17-18
8911,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,17,Շ,14
8912,Գ. ՆԺԴԵՀԻ Փ.,2,Շ,14Ա
8913,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,19,ՔՈԹԵՋ,
8914,Գ. ՆԺԴԵՀԻ Փ.,2,Շ,60-61-62
8915,Գ. ՆԺԴԵՀԻ Փ.,2,Շ,61
8916,Գ. ՆԺԴԵՀԻ Փ.,2,Շ,70-71
8917,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,19Ա,Շ,10
8918,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,1Ա,Շ,21
8919,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,1Բ,Շ,25
8920,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,25,Շ,6
8921,Գ. ՆԺԴԵՀԻ Փ.,22,ՀԱՆՐԱԿԱՑԱՐԱՆ,23ՍԵՆ
8922,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,27Ա,Շ,7
8923,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,3,Շ,28
8924,Գ. ՆԺԴԵՀԻ Փ.,4,Շ,33-34
8925,Գ. ՆԺԴԵՀԻ Փ.,4,Շ,69-71
8926,Գ. ՆԺԴԵՀԻ Փ.,4,Շ,76-78
8927,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,3,Շ,36
8928,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,3,Շ,56
8929,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,3,Շ,57
8930,Գ. ՆԺԴԵՀԻ Փ.,4,Շ,79-80
8931,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,3,Շ,72
8932,Գ. ՆԺԴԵՀԻ Փ.,4Բ,Շ,16
8933,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,42,ՔՈԹԵՋ,
8934,Գ. ՆԺԴԵՀԻ Փ.,4Բ,Շ,26
8935,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,5,Շ,21
8936,Գ. ՆԺԴԵՀԻ Փ.,6,Շ,1-2
8937,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,5,Շ,32
8938,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,5,Շ,45
8939,Գ. ՆԺԴԵՀԻ Փ.,6,Շ,17-18
8940,Գ. ՆԺԴԵՀԻ Փ.,6,Շ,46-48
8941,Գ. ՆԺԴԵՀԻ Փ.,6,Շ,62
8942,Գ. ՆԺԴԵՀԻ Փ.,6,Շ,62-63
8943,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,5,Շ,51
8944,Գ. ՆԺԴԵՀԻ Փ.,7,ՀԱՆՐԱԿԱՑԱՐԱՆ,23
8945,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,5,Շ,53
8946,Գ. ՆԺԴԵՀԻ Փ.,7,ՀԱՆՐԱԿԱՑԱՐԱՆ,
8947,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,5,Շ,77
8948,Գ. ՆԺԴԵՀԻ Փ.,8,Շ,2-5-6-7
8949,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,55,Շ,35
8950,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,55Ա,Շ,25
8951,Գ. ՆԺԴԵՀԻ Փ.,8,Շ,26
8952,Գ. ՆԺԴԵՀԻ Փ.,8,Շ,33-35
8953,Գ. ՆԺԴԵՀԻ Փ.,8,Շ,41
8954,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,55Բ,Շ,7
8955,Գ. ՆԺԴԵՀԻ Փ.,8,Շ,"43,44,45"
8956,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,5Ա,Շ,15
8957,Գ. ՆԺԴԵՀԻ Փ.,8,Շ,70
8958,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,5Ա,Շ,21
8959,Գ. ՆԺԴԵՀԻ Փ.,9,Շ,4
8960,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,5Բ,Շ,126
8961,Գ. ՆԺԴԵՀԻ Փ.,9/2,Շ,5
8962,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,5Բ,Շ,33
8963,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,5Բ,Շ,79
8964,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,5Բ,Շ,85
8965,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,5Բ,Շ,93
8966,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,5Գ,Շ,7
8967,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,6,Շ,73
8968,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,6,ՔՈԹԵՋ,
8969,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,67,Շ,1
8970,Գ. ՆԺԴԵՀԻ Փ.,9/2,Շ,9
8971,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,67Բ,Շ,6
8972,Գ. ՆԺԴԵՀԻ Փ.,9/3,Շ,14
8973,Գ. ՆԺԴԵՀԻ Փ.,9/3,Շ,16
8974,Գ. ՆԺԴԵՀԻ Փ.,9/3,Շ,23
8975,Գ. ՆԺԴԵՀԻ Փ.,9/3,Շ,8
8976,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,7,Շ,11
8977,Գ. ՆԺԴԵՀԻ Փ.,9/4,Շ,30
8978,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,7,Շ,34
8979,Գ. ՆԺԴԵՀԻ Փ. ՏԵՔՍՏ.Ֆ.ՊՐՈՖ.,,,
8980,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,7,Շ,83
8981,ԳԱՅԻ 1 ՆՐԲ.,28,Տ,
8982,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,9,Շ,17
8983,ԳԱՅԻ 1 ՆՐԲ.,30,Տ,
8984,ԳԱՅԻ 1 ՆՐԲ.,4,Տ,
8985,ԳԱՅԻ Փ.,10,Շ,14
8986,ԳԱՅԻ Փ.,10,Շ,23
8987,ԳԱՅԻ Փ.,10,Շ,8
8988,ԳԱՅԻ Փ.,6,Շ,21
8989,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,9,Շ,53
8990,ԳԱՅԻ Փ.,6,Շ,22
8991,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,9,Շ,62
8992,ԳԱՐԵԳԻՆ Ա Փ.,10,Շ,12
8993,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,9,Շ,78
8994,ԳԱՐԵԳԻՆ Ա Փ.,10,Շ,18
8995,ԳԱՐԵԳԻՆ Ա Փ.,12,Շ,30
8996,ԳԱՐԵԳԻՆ Ա Փ.,12,Շ,5
8997,ԳԱՐԵԳԻՆ Ա Փ.,12Ա,Շ,24
8998,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,9,Շ,79
8999,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,93,Շ,2
9000,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,93Ա,Շ,5
9001,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,95,Շ,6
9002,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,95Ա,Շ,4
9003,ԳԱՐԵԳԻՆ Ա Փ.,12Բ,Շ,15
9004,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,95Ա,Շ,7
9005,ԳԱՐԵԳԻՆ Ա Փ.,2,Տ,
9006,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,97,Շ,16
9007,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,97Ա,Շ,8
9008,ԵՐԵՎԱՆՅԱՆ ԽՃՂ.,99Ա,Շ,7
9009,ԵՐԵՎԱՆՅԱՆ ԽՃՂ. ԼՇՏ,20,ԲՆԱԿԱՐԱՆ,
9010,ԵՐԵՎԱՆՅԱՆ ԽՃՂ. ԼՇՏ,79,Տ,
9011,ԵՐԵՎԱՆՅԱՆ ԽՃՂ. ԼՇՏ,8,Տ,
9012,ԵՐԵՎԱՆՅԱՆ ԽՃՂ. ԼՇՏ,,ԲՆԱԿԱՐԱՆ,26
9013,ԵՐԵՎԱՆՅԱՆ ԽՃՂ. ԼՇՏ,,ԲՆԱԿԱՐԱՆ,74
9014,ԵՐԵՎԱՆՅԱՆ ԽՃՂ. ԼՇՏ,,ԲՆԱԿԱՐԱՆ,92-93
9015,ԵՐԿ ԳԻԾ,14,ԲԱՐԱՔ,4
9016,ԳԱՐԵԳԻՆ Ա Փ.,29-29/1-29/2,Տ,
9017,ԵՐԿ ԳԻԾ,22/1,Տ,
9018,ԵՐԿ ԳԻԾ,30,Տ,
9019,ԳԱՐԵԳԻՆ Ա Փ.,6/12,Տ,
9020,ԵՐԿ ԳԻԾ,34,Շ,3
9021,ԳԱՐԵԳԻՆ Ա Փ.,65,Շ,10
9022,ԵՐԿ ԳԻԾ,34,Շ,5
9023,ԳԱՐԵԳԻՆ Ա Փ.,65Ա,Շ,1
9024,ԵՐԿ ԳԻԾ,6,ԲԱՐԱՔ,2
9025,ԳԱՐԵԳԻՆ Ա Փ.,65Ա,Շ,15
9026,ԵՐԿ ԳԻԾ,7/1,Տ,
9027,ԵՐԿ ԳԻԾ ՔՈԼԵՋ,2/27 ՍԵՆՅ,ՀԱՆՐԱԿԱՑԱՐԱՆ,
9028,ԵՐԿ ԳԻԾ ՔՈԼԵՋ,,,
9029,ԵՐԿ ԳԻԾ ՕՂԱԿ,36,Տ,
9030,ԵՐԿ/ԳԾԻ ՀԻՎԱՆԴ. Կ/ՄՍՇ 17/1316,,,
9031,ԵՐԿԱԹ ԳԻԾ Շ31 ԲԻ3,,,
9032,ԵՐԿԱԹԳԾԻ ՀԻՎ. ՏՈՒՆ 17,,,
9033,ԷԼ. ՊՐԻԲ.,5,Տ,
9034,ԷԼ. ՊՐԻԲ. 12 ՇԱՐՔ,2,Տ,
9035,ԹԲԻԼԻՍՅԱՆ ԽՃՂ.,4Բ,Շ,19
9036,ԳԱՐԵԳԻՆ Ա Փ.,65Ա,Շ,26
9037,ԹԲԻԼԻՍՅԱՆ ԽՃՂ.,4Բ,Շ,30
9038,ԳԱՐԵԳԻՆ Ա Փ.,65Ա,Շ,8
9039,ԹԲԻԼԻՍՅԱՆ ԽՃՂ.,4Բ,Շ,31
9040,ԳԱՐԵԳԻՆ Ա Փ.,8,Շ,22
9041,ԹԲԻԼԻՍՅԱՆ ԽՃՂ.,4Բ,Շ,45
9042,ԹԲԻԼԻՍՅԱՆ ԽՃՂ.,6Ա,Շ,41
9043,ԳԱՐԵԳԻՆ Ա Փ.,8,Շ,33
9044,ԹԲԻԼԻՍՅԱՆ ԽՃՂ.,6Ա,Շ,43
9045,ԳԵՐՄԱՆԱԿԱՆ ԹՂՄ.,4,Շ,3
9046,ԹԲԻԼԻՍՅԱՆ ԽՃՂ.,6Ա,Շ,59
9047,ԳԵՐՑԵՆԻ 1 ՇԱՐՔ,18,Տ,
9048,ԹԲԻԼԻՍՅԱՆ ԽՃՂ.,6Ա,Շ,80
9049,ԳԵՐՑԵՆԻ 2 ՇԱՐՔ,22,Տ,
9050,ԹԲԻԼԻՍՅԱՆ ԽՃՂ. 1 ԹՂՄ.,25/3,Տ,
9051,ԳԵՐՑԵՆԻ 2 ՇԱՐՔ,5/2,Տ,
9052,ԹԲԻԼԻՍՅԱՆ ԽՃՂ. 1 ԹՂՄ.,3,Շ,53
9053,ԳԵՐՑԵՆԻ 4 ՆՐԲ.,10/1,Տ,
9054,ԳԵՐՑԵՆԻ 5 ՆՐԲ.,11,Տ,
9055,ԹԲԻԼԻՍՅԱՆ ԽՃՂ. 1 ԹՂՄ.,3Ա,Շ,14
9056,ԳԵՐՑԵՆԻ 5 ՆՐԲ.,32,Տ,
9057,ԹԲԻԼԻՍՅԱՆ ԽՃՂ. 1 ԹՂՄ.,3Ա,Շ,17
9058,ԳԵՐՑԵՆԻ 6 ՆՐԲ.,14/6,Տ,
9059,ԹԲԻԼԻՍՅԱՆ ԽՃՂ. 1 ԹՂՄ.,3Ա,Շ,27
9060,ԳԵՐՑԵՆԻ 6 ՆՐԲ.,8,Տ,
9061,ԹԲԻԼԻՍՅԱՆ ԽՃՂ. 1 ԹՂՄ.,3Ա,Շ,44
9062,Ա. ԳՐԻԲՈՅԵԴՈՎԻ Փ.,25,Շ,20
9063,Ա. ԳՐԻԲՈՅԵԴՈՎԻ Փ.,25,Շ,26
9064,Ա. ԳՐԻԲՈՅԵԴՈՎԻ Փ.,25,Շ,7
9065,Ա. ԳՐԻԲՈՅԵԴՈՎԻ Փ.,7,Տ,
9066,Ա. ԹԱՄԱՆՅԱՆ Փ.,69,Շ,11-13
9067,Ա. ԹԱՄԱՆՅԱՆ Փ.,69,Շ,13
9068,Խ. ՀԱՅՐԻԿ ԽՃՂ.,58,Շ,4
9069,Խ. ՀԱՅՐԻԿ ԽՃՂ.,5Ա,Շ,31
9070,Խ. ՀԱՅՐԻԿ ԽՃՂ.,5Ա,Շ,59
9071,Խ. ՀԱՅՐԻԿ ԽՃՂ.,5Ա,Շ,65
9072,ԹԲԻԼԻՍՅԱՆ ԽՃՂ. 1 ԹՂՄ.,3Ա,Շ,65
9073,Խ. ՀԱՅՐԻԿ ԽՃՂ.,6,Շ,11
9074,ԹԲԻԼԻՍՅԱՆ ԽՃՂ. 1 ԹՂՄ.,40/9,Տ,
9075,Խ. ՀԱՅՐԻԿ ԽՃՂ.,6,Շ,38
9076,ԹԲԻԼԻՍՅԱՆ ԽՃՂ. 1 ԹՂՄ.,4Բ,Շ,35
9077,Խ. ՀԱՅՐԻԿ ԽՃՂ.,6,Շ,43
9078,ԹԲԻԼԻՍՅԱՆ ԽՃՂ. 1 ԹՂՄ.,5,Շ,10
9079,Խ. ՀԱՅՐԻԿ ԽՃՂ.,6,Շ,6
9080,ԹԲԻԼԻՍՅԱՆ ԽՃՂ. 1 ԹՂՄ.,5,Շ,39
9081,ԹԲԻԼԻՍՅԱՆ ԽՃՂ. 1 ԹՂՄ.,5,Շ,50
9082,Խ. ՀԱՅՐԻԿ ԽՃՂ.,6,Տ,
9083,ԹԲԻԼԻՍՅԱՆ ԽՃՂ. 1 ԹՂՄ.,5Ա,Շ,21
9084,Խ. ՀԱՅՐԻԿ ԽՃՂ.,60,Շ,1Ա
9085,ԹԲԻԼԻՍՅԱՆ ԽՃՂ. 1 ԹՂՄ.,5Ա,Շ,38
9086,Խ. ՀԱՅՐԻԿ ԽՃՂ.,8,Շ,21
9087,ԹԲԻԼԻՍՅԱՆ ԽՃՂ. 1 ԹՂՄ.,5Ա,Շ,8
9088,Խ. ՀԱՅՐԻԿ ԽՃՂ.,80,ԴՈՍ,3
9089,ԹՈՒՄԱՆՅԱՆ Փ.,12,Տ,
9090,Խ. ՀԱՅՐԻԿ ԽՃՂ.,81,ԴՈՍ,
9091,ԹՈՒՄԱՆՅԱՆ Փ.,18,Տ,
9092,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,15,Շ,12
9093,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,19,Շ,52
9094,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,19Ա,Շ,18
9095,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,19Ա,Շ,6
9096,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,19Ա,Շ,7
9097,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,25,Շ,1
9098,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,25,Շ,52
9099,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,27,Շ,15
9100,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,27,Շ,3
9101,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,27,Շ,41
9102,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,27,Շ,55
9103,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,27,Շ,58
9104,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,29,Շ,13
9105,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,29,Շ,15
9106,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,31,Շ,1
9107,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,31,Շ,18
9108,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,31,Շ,21
9109,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,31,Շ,3
9110,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,33,Շ,13
9111,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,33,Շ,17
9112,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,33,Շ,20
9113,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,33,Շ,36
9114,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,33,Շ,42
9115,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,35,Շ,5
9116,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,4,Շ,28
9117,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,4,Շ,56
9118,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,40,Շ,6
9119,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,4Ա,Շ,31
9120,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,4Ա,Շ,34
9121,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,5Ա,Շ,22
9122,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,6,Շ,45
9123,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,7,Շ,16
9124,Խ. ՀԱՅՐԻԿ ԽՃՂ. 1 ԹՂՄ.,7,Շ,23
